XID,Name,URL,RERA,Address,Price,Builder,Amenities,Possession Status,Sizes,Launch Date,Project Size,Project Area,Avg. Price,Configurations
r74851,Pride Park Royale,https://housing.com/in/buy/projects/page/11749-pride-park-royale-by-pride-group-in-andheri-east,P51800053602,"Park Royale Military Road, Marol, Andheri East, Western Suburbs, Mumbai",Price on Request,ByPride Group,"Children's Play Area, Steam Room, Spa, Swimming Pool, Kid's Pool, Gymnasium, Senior Citizen Siteout, Staff Quarter, Indoor Games, Spa/Sauna/Steam, Banquet Hall",Ready to Move,870 - 3230 sq.ft.,"Feb, 2023",74 units,,3.25 K -4.04 K/sq.ft,"Residential Plot, 2, 3 BHK Villas"
r430190,Rustomjee Verdant Vistas,https://housing.com/in/buy/projects/page/327503-rustomjee-verdant-vistas-by-rustomjee-builders-in-thane-west,"P51700077136, P51700077134","Majiwada, Thane",2.71 Cr - 5.8 Cr,ByRustomjee Builders,"24X7 Water Supply, Fire Sprinklers, Power Backup","Dec, 2027",735 - 1471 sq.ft.,"Sep, 2022",13 Buildings - 490 units,3.93 Acres,Price on request,"2, 3, 4 BHK Apartments"
r419772,Veera Eminence,https://housing.com/in/buy/projects/page/331605-veera-eminence-by-veera-developers-in-candolim,PRGO11232128,"Candolim, North Goa, Goa",8.94 Cr - 14.98 Cr,ByVeera Developers,"Children's Play Area, Car Parking, 24X7 Water Supply, Basketball Court, Swimming Pool, Lift(s), Lawn Tennis Court, 24x7 Security, 24x7 CCTV Surveillance, Flower Garden, Power Backup","Dec, 2026",414 - 1064 sq.ft.,"Oct, 2020",,10.12 Acres,16.94 K/sq.ft,"1, 2, 3 BHK Apartments"
r272201,Sattva Opus,https://housing.com/in/buy/projects/page/47257-sattva-opus-by-sattva-group-in-peenya,PRM/KA/RERA/1251/309/PR/170921/000747,"No. 54, Tumkur Road, Village, Opp. Metro Pillar No. 85, Kempegowdanagar, Dasarahalli On Tumkur Road, Tumkur Road, Bangalore",1.11 Cr - 1.4 Cr,BySattva Group,"Amphitheater, Cricket Pitch, Fountains, Table Tennis, Car Parking, Multipurpose Room, Senior Citizen Siteout, Indoor Games, Cycling & Jogging Track, Pergola, Food Court","Sep, 2025",679 - 1139 sq.ft.,"Jan, 2019",40 Buildings - 3130 units,25 Acres (70% open),10.77 K/sq.ft,"2, 2.5, 3 BHK Apartments"
r433627,Avantikaa,https://housing.com/in/buy/projects/page/99445-avantikaa-by-nm-promoters-in-chromepet,TN/01/Building/0021/2018,"Thiruneermalai Main Road, Chromepet, Chennai south, Chennai",70.06 L - 95.33 L,ByNM Promoters,"Children's Play Area, Closed Car Parking, Car Parking, 24X7 Water Supply, Sports Facility, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Power Backup","Dec, 2027",1965 - 3355 sq.ft.,,,5.9 Acres,Price on request,"3, 4 BHK Apartments"
r145129,AMG Palm Garden,https://housing.com/in/buy/projects/page/268176-amg-palm-garden-by-ashok-malhotra-group-in-sahnewal,Rera Not Required,"G T Road, Bilga, Nh-1- Sahnewal, Ludhiana",27.0 L - 3.5 Cr,ByAshok Malhotra Group,"Cricket Pitch, Swimming Pool, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Mini Theatre, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Closed Car Parking, Car Parking","Mar, 2024",125 - 1000 sq.yd.,"Oct, 2023",579 units,312.5 Acres,8 K/sq.yd,Residential Plots
r380408,Signature Vanijya Rajvansh,https://housing.com/buy-signature-vanijya-rajvansh-by-signature-vanijya-private-limited-in-rajarhat-kolkata-pid-308631,WBRERA/P/NOR/2023/000570,"Rajarhat, East Kolkata, Kolkata",24.0 L - 49.1 L,BySignature Vanijya Private Limited,"24X7 Water Supply, Fire Sprinklers, Power Backup","Dec, 2024",990 - 1466 sq.ft.,"Apr, 2022",1 Building - 42 units,0.26 Acres,Price on request,"2, 3 BHK Apartments"
r391681,Sunteck Beach Residences 4,https://housing.com/in/buy/projects/page/290675-sunteck-beach-residences-4-by-sunteck-realty-limited-in-vasai-west,P99000045599,"Virar, Vasai West, Vasai",88.15 L - 1.54 Cr,BySunteck Realty Limited,"Cricket Pitch, Tennis Court, Skating Rink, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Community Buildings, Closed Car Parking, 24X7 Water Supply, Golf Course","Dec, 2027",6014 - 10201 sq.ft.,"Oct, 2023",1 Building - 102 units,1.39 Acres,7.15 K - 8.33 K/sq.ft,"4, 5 BHK Duplex,Apartments"
r379068,Greenfield Coral Residency,https://housing.com/buy-greenfield-coral-residency-by-greenfield-in-kalapatti-coimbatore-pid-307516,Rera Not Applicable,"Kalapatti, Coimbatore",35.12 L - 1.05 Cr,ByGreenfield,"24X7 Water Supply, Street Lighting, Gated Community, Vastu Compliant, Internal Roads & Footpaths, 24x7 Security, 24x7 CCTV Surveillance, Gymnasium, Power Backup, Club House","Dec, 2027",1650 - 3105 sq.ft.,"Aug, 2023",3 Buildings - 293 units,2.5 Acres,8.7 K/sq.ft,"3, 3.5, 4 BHK Apartments"
r398547,Raghuvir Sheron,https://housing.com/buy-raghuvir-sheron-by-raghuvir-developers-in-vesu-surat-pid-286299,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/A1R/200323,"Vesu, Surat",Price on Request,ByRaghuvir Developers,"Cricket Pitch, Gazebo, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Table Tennis, Fire Fighting System, Gymnasium, Flower Garden, Car Parking, 24X7 Water Supply","Jan, 2027",1819 - 3710 sq.ft.,"Apr, 2024",2 Buildings - 717 units,10.52 Acres (70% open),5.95 K/sq.ft,"3, 4 BHK Apartment,Penthouses"
r370898,Godrej The Highlands Godrej City,https://housing.com/in/buy/projects/page/263369-godrej-the-highlands-godrej-city-by-godrej-properties-ltd-in-panvel,"P52000049669, P52000030367, P52000026790, P52000052251","Panvel, Navi Mumbai",70.09 L - 1.8 Cr,ByGodrej Properties Ltd.,"Amphitheater, Cricket Pitch, Changing Room, Reflexology Park, Spa, Swimming Pool, Skating Rink, Fire Sprinklers, Landscaping & Tree Planting, Gymnasium, Fire Fighting System","Nov, 2024",1250 - 1750 sq.ft.,"Sep, 2024",,,4.14 K/sq.ft,"2, 3 BHK Villas"
